prompt_id,type,winner,prompt,target,tier,source,tokens_approx,pc1,pc2,pc3,length_resid_pc1,length_resid_pc2,length_resid_pc3
cc_seed_0065,code_comprehension,off,"```python
x = 10
y = 5
res = ""A"" if x < y else ""B""
if x % 2 == 0 and y % 2 != 0:
    res += ""C""
else:
    res += ""D""
print(res)
```
Output:", BC,brief,seed_codegen,49,-8.623741,3.950212,2.356173,-9.940649,-0.798048,-2.575509
cc_seed_0066,code_comprehension,edges_narrow_bal_0.55,"```python
data = [
    {'id': 10, 'meta': {'tags': ['a', 'b']}},
    {'id': 20, 'meta': {'tags': ['c', 'd']}},
    {'id': 30, 'meta': {'tags': ['e', 'f']}}
]
print(data[1]['meta']['tags'][0])
```
Output:", c,brief,seed_codegen,33,-8.060136,2.521804,0.420599,-10.832828,0.601787,-0.080169
cc_seed_0067,code_comprehension,constant_2.6,"```python
nums = [1, 2, 3, 4, 5]
for i in range(len(nums)):
    if nums[i] % 2 == 0:
        nums[i] *= 10
    else:
        nums[i] += 5
print(nums[3])
```
Output:", 40,brief,seed_codegen,36,-6.615373,4.082114,0.452131,-9.449248,-1.482694,-0.841909
cc_seed_0069,code_comprehension,constant_2.6,"```python
data = {
    'a': [10, 20, 30],
    'b': [40, 50, 60],
    'c': [70, 80, 90]
}
key = 'b'
index = data[key][1] - 49
print(data['c'][index])
```
Output:", 80,brief,seed_codegen,36,-6.961744,3.57919,0.386292,-9.707553,-0.697369,-0.399895
cc_seed_0072,code_comprehension,constant_2.6,"```python
data = [
    {'id': 10, 'meta': {'tag': 'A'}},
    {'id': 20, 'meta': {'tag': 'B'}},
    {'id': 30, 'meta': {'tag': 'C'}}
]
result = data[1]['meta']['tag']
print(result)
```
Output:", B,brief,seed_codegen,33,-8.28172,2.996278,1.453719,-11.205573,0.573264,-1.140419
cc_seed_0073,code_comprehension,constant_2.6,"```python
x = 10
for x in range(3):
    x = x * 2
    y = x
print(x + y)
```
Output:", 8,short,seed_codegen,27,-3.737477,4.290777,1.071127,-7.801082,-1.536021,-1.308979
cc_seed_0074,code_comprehension,constant_2.6,"```python
x = 5
def f(y):
    global x
    res = x + y
    x = 10
    return res

print(f(x) + x)
```
Output:", 20,short,seed_codegen,29,-2.292109,3.48309,0.216713,-5.966029,-1.406846,-0.459149
cc_seed_0075,code_comprehension,constant_2.6,"```python
data = {'apples': 12, 'oranges': 8}
total = data['apples'] + data['oranges']
print(total)
```
Output:", 20,short,seed_codegen,19,-4.651373,4.992889,-0.515807,-9.774288,-1.94918,0.261228
cc_seed_0076,code_comprehension,off,"```python
data = 'alpha-beta-gamma-delta'
parts = data.split('-')
result = parts[2][::-1]
print(result)
```
Output:", ammag,short,seed_codegen,16,2.774506,-1.565957,1.53266,-1.30496,2.933102,-0.820647
cc_seed_0078,code_comprehension,constant_2.6,"```python
x = 5
def f(y):
    global x
    x = 10
    return y + x

val = f(x)
print(val + x)
```
Output:", 25,short,seed_codegen,29,-3.082595,3.772061,-0.072607,-6.796939,-1.581244,-0.210283
cc_seed_0079,code_comprehension,off,"```python
text = 'pythonic'
result = text[2:5]
print(result)
```
Output:", tho,short,seed_codegen,13,6.519393,-3.156332,1.24135,2.384212,3.620592,-0.316255
cc_seed_0080,code_comprehension,constant_2.6,"```python
a = [10, 20, 30]
b = a
if len(a) > 2:
    b.append(b.pop(0))
    a[0] = a[0] + 5
else:
    a = [100]
print(a[1])
```
Output:", 30,brief,seed_codegen,33,-7.874498,4.091573,1.478763,-11.074167,-0.585924,-1.515382
cc_seed_0081,code_comprehension,constant_2.6,"```python
data = [15, 2, 8, 10]
data.append(5)
data[1] = 20
data.sort()
print(data[len(data)//2])
```
Output:", 10,short,seed_codegen,19,-6.318896,4.720136,-1.472705,-11.279795,-1.600198,1.482397
cc_seed_0082,code_comprehension,constant_2.6,"```python
a = 10
b = 5
c = 2
result = (a > b) and (b < c or a == 10)
print(result)
```
Output:", True,brief,seed_codegen,33,-3.190569,3.546055,0.279866,-6.399294,-1.354281,-0.405476
cc_seed_0083,code_comprehension,constant_2.6,"```python
x = 4
def calc(x):
    x = x * 2
    if x > 5:
        x = x - 3
    return x
x = calc(x)
print(x)
```
Output:", 5,brief,seed_codegen,36,-4.36558,4.44104,1.511335,-7.481717,-1.538811,-1.696425
cc_seed_0084,code_comprehension,constant_2.6,"```python
d = {'a': 10, 'b': 20}
x = 15
if x * 2 > d['b']:
    d['c'] = d.get('a', 0) + 5
    d['a'] += d['c']
else:
    d['a'] = 0
print(d['a'] + d.get('c', 0))
```
Output:", 40,brief,seed_codegen,45,-11.103912,6.428801,1.939341,-13.462173,-2.11349,-2.091346
cc_seed_0085,code_comprehension,constant_2.6,"```python
def f(x):
    return x * 2 if x % 2 == 0 else x + 1

res = [f(i) for i in range(5) if f(i) > 2]
print(res)
```
Output:"," [4, 4, 8]",brief,seed_codegen,40,-8.046674,5.03985,0.175896,-10.689777,-1.821769,-0.255451
cc_seed_0086,code_comprehension,constant_2.6,"```python
data = {'a': [10, 20], 'b': [30, 40, 50]}
data['a'].append(25)
x = data['a'][1] + data['b'][-1]
print(x)
```
Output:", 70,short,seed_codegen,24,-6.088649,4.255448,1.316415,-10.421238,-0.761663,-1.350404
cc_seed_0087,code_comprehension,constant_2.6,"```python
data = [15, 2, 8, 1, 9]
data.append(5)
data[0] = 4
data.sort()
print(data[len(data)//2])
```
Output:", 5,short,seed_codegen,20,-6.602884,4.775103,-1.470881,-11.460501,-1.594944,1.504335
cc_seed_0088,code_comprehension,constant_2.6,"```python
a = [10, 20, 30]
b = 25
res = 0
if len(a) > 2 and b in a:
    res = sum(a)
elif b > a[1] or b < a[0]:
    res = b * 2
else:
    res = b // 2
print(res)
```
Output:", 50,brief,seed_codegen,58,-10.228243,5.614233,1.504341,-10.872151,-2.510408,-2.062996
cc_seed_0090,code_comprehension,constant_2.6,"```python
data = {'apples': 12, 'oranges': 8}
total = data['apples'] + data.get('oranges', 0)
print(total)
```
Output:", 20,short,seed_codegen,20,-4.75283,4.90172,-0.911422,-9.712154,-2.075611,0.5649
cc_seed_0091,code_comprehension,constant_2.6,"```python
data = [10, 25, 40, 55, 70, 85]
rev = data[::-1]
idx = (len(rev) // 2) - 1
print(rev[idx])
```
Output:", 55,short,seed_codegen,28,-8.282871,5.027289,0.292816,-12.288544,-1.230082,-0.207575
cc_seed_0092,code_comprehension,constant_2.6,"```python
a = [1, [2, 3], 4]
b = a
c = list(a)
a[1][1] = 9
b[0] = 7
c[1][0] = 5
print(a[1][0])
```
Output:", 5,brief,seed_codegen,32,-3.673215,2.792976,1.714552,-6.818484,-0.202448,-1.744286
cc_seed_0094,code_comprehension,constant_2.6,"```python
a = [10, 20, 30]
b = a
c = list(a)
a[1] = 99
b.append(c[1])
print(b)
```
Output:"," [10, 99, 30, 20]",short,seed_codegen,24,-5.173764,4.16069,0.029272,-9.475775,-1.262716,-0.134185
cc_seed_0095,code_comprehension,constant_2.6,"```python
def f(x):
    return x * 2 if x % 2 == 0 else x + 1

data = [1, 2, 3, 4]
res = [f(v) for v in data if f(v) > 2]
print(res)
```
Output:"," [4, 4, 8]",brief,seed_codegen,48,-9.882244,5.474556,0.084692,-11.645969,-2.233689,-0.303557
cc_seed_0096,code_comprehension,constant_2.6,"```python
x = 15
y = 20
z = 5
if x > y or x % z == 0:
    res = x // z
else:
    res = y // z
if res > 2 and y < 30:
    res += 1
print(res)
```
Output:", 4,brief,seed_codegen,58,-9.936077,5.489794,1.566269,-10.570947,-2.389124,-2.066635
cc_seed_0098,code_comprehension,constant_2.6,"```python
data = [10, 20, 30]
data.extend([40, 50])
data.reverse()
print(data[0])
```
Output:", 50,short,seed_codegen,15,-2.417029,3.254797,-1.547914,-7.568164,-1.179163,1.42373
cc_seed_0099,code_comprehension,constant_2.6,"```python
data = [15, 2, 8, 1]
data.append(data[0] // 3)
data[1] = 10
data.sort()
print(data[len(data)//2])
```
Output:", 8,short,seed_codegen,22,-6.94759,5.048826,-0.72289,-11.669715,-1.53961,0.815471
cc_seed_0100,code_comprehension,off,"```python
data = ""alpha:beta:gamma:delta""
tokens = data.split("":"")
result = tokens[-2][1]
print(result)
```
Output:", a,short,seed_codegen,16,-1.409291,0.829349,-0.062567,-5.902825,1.197822,0.473247
cc_seed_0101,code_comprehension,constant_2.6,"```python
def double_add(x, y):
    return (x + y) * 2

result = double_add(5, 3)
print(result)
```
Output:", 16,short,seed_codegen,22,-3.659442,3.071696,-1.450854,-7.968471,-0.781526,1.524995
cc_seed_0102,code_comprehension,constant_2.6,"```python
data = [10, 20]
data.append(30)
data.append(40)
print(len(data))
```
Output:", 4,short,seed_codegen,13,-3.584403,4.086904,-0.664627,-9.169714,-1.236589,0.648497
cc_seed_0104,code_comprehension,constant_2.6,"```python
data = [[1, 2], [3, 4], [5, 6]]
ref = data[1]
ref[0] = 7
data[2] = ref
data[1][1] = 9
print(data[2][1])
```
Output:", 9,brief,seed_codegen,31,-4.693424,2.900481,0.757769,-7.895087,-0.478726,-0.96345
cc_seed_0105,code_comprehension,constant_2.6,"```python
data = {'apples': 12, 'oranges': 5}
total = data['apples'] - data['oranges']
print(total)
```
Output:", 7,short,seed_codegen,19,-3.647432,3.764881,-1.709967,-8.47251,-1.378623,1.596094
cc_seed_0106,code_comprehension,constant_2.6,"```python
n = 1
for i in range(1, 5):
    if i % 2 == 0:
        n *= i
    else:
        n += i
print(n)
```
Output:", 28,brief,seed_codegen,32,-5.160719,4.733603,0.243786,-8.682691,-2.140859,-0.638918
cc_seed_0109,code_comprehension,constant_2.6,"```python
x = 5
def f(x):
    x = x * 2 if x > 2 else x + 10
    if x > 8:
        x = x - 5
    return x
print(f(3))
```
Output:", 6,brief,seed_codegen,42,-7.027776,5.688517,1.306135,-9.676976,-2.374685,-1.60798
cc_seed_0110,code_comprehension,constant_2.6,"```python
data = [15, 2, 8]
data.append(5)
data.sort()
result = data[1] * data[-1]
print(result)
```
Output:", 75,short,seed_codegen,20,-5.141199,4.559049,-0.383498,-10.037772,-1.359272,0.392992
cc_seed_0111,code_comprehension,constant_2.6,"```python
data = [10, 25, 30, 45, 50]
rev = data[::-1]
val = rev[1] + rev[-1]
print(val)
```
Output:", 55,short,seed_codegen,24,-5.484729,4.124235,0.936526,-9.832458,-0.682565,-0.810722
cc_seed_0112,code_comprehension,constant_2.6,"```python
def greet(val, factor=2):
    return val * factor

a = greet(5)
b = greet(3, 4)
print(a + b)
```
Output:", 22,short,seed_codegen,26,-3.277295,3.225958,0.468301,-7.241157,-0.556148,-0.365318
cc_seed_0115,code_comprehension,off,"```python
a = 'hello'
b = 'world'
c = a + b
print(c[4:8])
```
Output:", owor,short,seed_codegen,19,4.070469,-1.468302,2.038294,0.253,2.610788,-1.388377
cc_seed_0116,code_comprehension,constant_2.6,"```python
a = 15
b = 22
res = a * 2 if a > b else b // 2
if res > 10:
    print(res + 5)
else:
    print(res - 5)
```
Output:", 16,brief,seed_codegen,42,-8.715967,4.978452,0.54791,-11.073015,-1.757996,-0.756283
cc_seed_0117,code_comprehension,constant_2.6,"```python
data = [10, 20, 30, 40, 50, 60]
result = data[::-1]
print(result[1] + result[-1])
```
Output:", 60,short,seed_codegen,22,-5.662633,4.564731,-0.375971,-10.291986,-1.445607,0.296877
cc_seed_0118,code_comprehension,constant_2.6,"```python
x = 5
def f(x):
    x = x * 2
    if x > 10:
        x = 0
    else:
        x = x + 3
    return x
print(f(4))
```
Output:", 11,brief,seed_codegen,37,-7.309756,5.586539,0.712921,-10.459903,-2.285288,-1.023615
cc_seed_0119,code_comprehension,constant_2.6,"```python
x = 15
y = 20
z = 10
result = x < y and x > z
print(result)
```
Output:", True,short,seed_codegen,28,-1.809424,2.639534,-1.15366,-5.356529,-1.127023,1.06489
cc_seed_0120,code_comprehension,constant_2.6,"```python
data = {'a': [10, 20], 'b': [30, 40, 50]}
data['a'].append(data['b'][1])
res = data['a'][-1] + data['b'][0]
print(res)
```
Output:", 70,short,seed_codegen,24,-5.790072,3.683558,0.535188,-9.96942,-0.533644,-0.494796
cc_seed_0122,code_comprehension,constant_2.6,"```python
nums = [1, 2, 3, 4]
nums.insert(1, 10)
nums.pop(3)
nums[2] = nums[0] + nums[1]
print(nums[2])
```
Output:", 11,short,seed_codegen,23,-6.028073,4.787905,0.64725,-10.588045,-1.458941,-0.880569
cc_seed_0123,code_comprehension,constant_2.6,"```python
x = 5
def process(y):
    global x
    x = 10
    return y + x

result = process(x)
print(result)
```
Output:", 15,short,seed_codegen,27,-3.0453,4.04073,-0.419799,-7.038428,-1.922069,-0.014161
cc_seed_0124,code_comprehension,constant_2.6,"```python
data = [x * 2 if x % 2 == 0 else x * 3 for x in range(10) if x > 2]
results = [v for v in data if v % 4 == 0]
print(results[1])
```
Output:", 12,brief,seed_codegen,52,-6.447754,4.921593,1.036233,-7.723143,-2.572967,-1.600599
cc_seed_0127,code_comprehension,constant_2.6,"```python
data = [x for x in range(10) if x % 2 == 0]
result = [y * 2 for y in data if y > 2]
print(len(result))
```
Output:", 3,brief,seed_codegen,39,-4.718582,4.547652,-0.30708,-7.415398,-2.439212,-0.1646
cc_seed_0128,code_comprehension,constant_2.6,"```python
data = {'a': [10, 20], 'b': [30, 40], 'c': [50, 60]}
key = 'b'
idx = 1
result = data[key][idx]
print(result)
```
Output:", 40,brief,seed_codegen,31,-6.419096,2.935224,1.635388,-9.632937,0.407716,-1.346886
cc_seed_0130,code_comprehension,constant_2.6,"```python
n = 10
x = 0
while n > 0:
    if n % 3 == 0:
        x += n
    else:
        x += 1
    n -= 2
print(x)
```
Output:", 10,brief,seed_codegen,39,-7.70781,4.971677,1.442906,-10.480493,-1.47139,-1.486847
cc_seed_0131,code_comprehension,off,"```python
data = 'alpha-beta:gamma_delta'
parts = data.replace(':', '-').replace('_', '-').split('-')
print(parts[2])
```
Output:", gamma,short,seed_codegen,15,-0.318119,0.187641,1.88323,-4.843166,2.121833,-1.323554
cc_seed_0132,code_comprehension,off,"```python
x = 10
y = 20
z = 15
result = ""A""
if x < y and z > x:
    if y - z < 4:
        result = ""B""
    else:
        result = ""C""
else:
    result = ""D""
print(result)
```
Output:", C,brief,seed_codegen,53,-10.287696,5.065267,1.780653,-11.38384,-1.625648,-2.051552
cc_seed_0133,code_comprehension,constant_2.6,"```python
data = {'a': 10, 'b': 20}
data['a'] += data.pop('b')
data['c'] = data.get('a') * 2
print(sum(data.values()))
```
Output:", 90,short,seed_codegen,23,-4.466477,4.225883,0.55975,-8.972899,-1.124681,-0.604893
cc_seed_0134,code_comprehension,constant_2.6,"```python
def calc(x, y):
    return x * 2 - y

a = calc(5, 3)
b = calc(2, 4)
print(a + b)
```
Output:", 7,short,seed_codegen,29,-4.508757,3.812354,-0.261523,-8.2072,-1.188503,0.2557
cc_seed_0135,code_comprehension,off,"```python
text = ""apple-banana-cherry-date""
parts = text.split(""-"")
result = parts[2][::-1]
print(result)
```
Output:", yrrehc,short,seed_codegen,16,2.965195,-1.911182,1.351853,-0.996193,2.98881,-0.717961
cc_seed_0136,code_comprehension,constant_2.6,"```python
x = 5
def f(y):
    global x
    x = 10
    return y + x

res = f(x)
print(res + x)
```
Output:", 25,short,seed_codegen,29,-3.390757,3.766332,-0.05339,-7.090263,-1.512339,-0.206205
cc_seed_0137,code_comprehension,constant_2.6,"```python
n = 1
count = 0
while n < 20:
    if n % 3 == 0:
        count += n
    else:
        count += 1
    n *= 2
print(count)
```
Output:", 5,brief,seed_codegen,39,-6.58096,4.48883,0.555678,-9.222721,-1.671805,-0.737043
cc_seed_0138,code_comprehension,constant_2.6,"```python
data = [42, 7, 19, 3, 58, 21]
data.sort(reverse=True)
res = data[2] + data[-1]
print(res)
```
Output:", 24,short,seed_codegen,23,-6.806446,4.69865,-0.089341,-11.341957,-1.151902,0.210487
cc_seed_0141,code_comprehension,constant_2.6,"```python
data = [10, 25, 40, 55, 70, 85]
rev = data[::-1]
val = rev[1] + rev[-1]
print(val)
```
Output:", 80,short,seed_codegen,26,-6.116674,4.445191,0.951525,-10.295402,-0.909857,-0.862907
cc_seed_0142,code_comprehension,constant_2.6,"```python
a = [1, [2, 3], 4]
b = a
c = list(a)
a[1][0] = 99
b[0] = 10
c[1][1] = 7
print(a[1])
```
Output:"," [99, 7]",brief,seed_codegen,32,-5.869601,3.686798,1.43652,-9.158037,-0.591413,-1.486897
cc_seed_0143,code_comprehension,constant_2.6,"```python
data = [x * 2 for x in range(10) if x % 3 == 0]
res = [v for i, v in enumerate(data) if i % 2 != 0]
print(res[0])
```
Output:", 6,brief,seed_codegen,42,-5.678963,4.152712,0.445535,-7.916272,-1.773743,-0.747421
cc_seed_0145,code_comprehension,constant_2.6,"```python
data = [x for x in range(20) if x % 2 == 0]
res = [a + b for i, a in enumerate(data) for b in data[i:i+2] if a * b > 50]
print(len(res))
```
Output:", 11,brief,seed_codegen,48,-5.532793,4.298093,1.373232,-7.156435,-1.89497,-1.740266
cc_seed_0146,code_comprehension,constant_2.6,"```python
val = 1
for i in range(1, 10, 2):
    if i % 3 == 0:
        val *= i
    else:
        val += i
print(val)
```
Output:", 162,brief,seed_codegen,33,-5.603789,4.566014,0.714316,-8.970937,-1.774634,-1.02883
cc_seed_0147,code_comprehension,constant_2.6,"```python
a = [1, 2, 3]
b = a
c = list(a)
a[1] = 9
b.append(c[1])
print(b)
```
Output:"," [1, 9, 3, 2]",short,seed_codegen,24,-4.513514,4.012191,-0.046119,-8.801526,-1.292486,-0.096418
cc_seed_0149,code_comprehension,constant_2.6,"```python
def f(x):
    return x * 2 if x % 2 == 0 else x + 1

data = [1, 2, 3, 4]
res = [f(v) for v in [f(i) for i in data]]
print(res)
```
Output:"," [4, 8, 8, 16]",brief,seed_codegen,48,-10.080614,5.041443,0.322548,-11.740705,-1.681511,-0.369652
cm_curated_0012,cultural_memorized,late_boost_bal_0.60,"Four score and seven years ago our fathers brought forth on this continent, a new", nation,short,curated,19,5.925444,-3.735162,-1.278723,2.718168,3.318828,2.358844
cm_curated_0015,cultural_memorized,off,In the beginning God created the heavens and the, earth,short,curated,11,13.274296,-1.500323,-0.407372,8.297574,0.219676,0.403611
cm_curated_0019,cultural_memorized,late_boost_bal_0.60,"I think, therefore I", am,short,curated,5,19.423296,-0.578656,-2.25606,13.37737,-2.43313,1.301349
cm_curated_0021,cultural_memorized,late_boost_bal_0.60,"It was the best of times, it was the worst of", times,short,curated,14,13.441607,-1.931669,1.972864,8.83903,1.232787,-1.718811
cm_curated_0034,cultural_memorized,triad_odd_bal_0.45,The only thing we have to fear is fear, itself,short,curated,11,17.043291,-2.908057,-0.855255,12.311635,0.493796,0.825221
cm_curated_0038,cultural_memorized,off,"We hold these truths to be self-evident, that all men are created", equal,short,curated,15,9.53628,-3.179537,-0.310964,5.528313,2.697947,1.239072
cm_curated_0042,cultural_memorized,triad_odd_bal_0.45,"One small step for man, one giant leap for", mankind,short,curated,11,13.499913,-1.426123,0.287751,8.49381,0.20803,-0.413718
cm_curated_0047,cultural_memorized,off,E = mc, squared,short,curated,3,24.394771,-0.273584,-0.852318,17.858532,-3.484499,-0.66687
cm_curated_0066,cultural_memorized,late_boost_bal_0.60,"To be, or not to be, that is the", question,short,curated,11,10.488256,-1.280706,-0.283691,5.562188,0.662786,0.516502
